loopIteration,time (us),axisRate[0],axisRate[1],axisRate[2],axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbat (V),BaroAlt (cm),rssi,gyroADC[0],gyroADC[1],gyroADC[2],accSmooth[0],accSmooth[1],accSmooth[2],accVib,servo[0],servo[1],navState,navFlags,activeWpNumber,flightModeFlags (flags),activeFlightModeFlags,stateFlags (flags),failsafePhase (flags),rxSignalReceived,rxFlightChannelsValid,rxUpdateRate,hwHealthStatus,powerSupplyImpedance,sagCompensatedVBat,wind[0],wind[1],wind[2],mspOverrideFlags,IMUTemperature,baroTemperature,sens0Temp,sens1Temp,sens2Temp,sens3Temp,sens4Temp,sens5Temp,sens6Temp,sens7Temp,escRPM,escTemperature
29440,83198144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-169,2069,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,422,437,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29444,83200331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-168,2069,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,422,437,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29448,83202403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-168,2069,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29452,83204421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-167,2069,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29456,83206445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-167,2069,15,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29460,83208461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-166,2069,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29464,83210561,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-165,2068,13,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29468,83212601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-165,2068,13,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,122,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29472,83214622,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-165,2068,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,122,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29476,83216851,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-165,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,122,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29480,83218984,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-166,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,122,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29484,83221028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-166,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29488,83223028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-166,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29492,83225046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-167,2068,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29496,83227072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-167,2068,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29500,83229102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-167,2068,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29504,83231141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,132,-167,2068,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,122,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29508,83233361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-168,2068,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,122,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29512,83235404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-168,2068,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,122,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29516,83237475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-168,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,122,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29520,83239529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-168,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29524,83241574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-168,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29528,83243603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,133,-169,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29532,83245650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-169,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29536,83247837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-169,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29540,83249852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-169,2068,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29544,83251880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-169,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29548,83253934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-169,2067,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29552,83255985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-169,2066,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,126,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29556,83258021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-168,2066,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29560,83260090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-168,2066,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29564,83262105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-168,2066,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29568,83264352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-168,2066,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29572,83266403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-168,2066,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29576,83268447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-168,2066,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29580,83270471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-168,2066,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29584,83272501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-169,2066,14,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29588,83274562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-169,2066,13,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29592,83276569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-169,2066,13,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29596,83278604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-169,2066,13,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29600,83280828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-169,2066,13,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29604,83282855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-169,2066,13,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
29608,83284868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-169,2066,13,1500,1500,1,37,1,ARM|MANUAL,256,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,422,438,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
