loopIteration,time (us),axisRate[0],axisRate[1],axisRate[2],axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcData[0],rcData[1],rcData[2],rcData[3],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbat (V),magADC[0],magADC[1],magADC[2],BaroAlt (cm),rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroRaw[0],gyroRaw[1],gyroRaw[2],accSmooth[0],accSmooth[1],accSmooth[2],accVib,quaternion[0],quaternion[1],quaternion[2],quaternion[3],motor[0],servo[0],servo[1],navState,navFlags,navEPH,navEPV,navPos[0],navPos[1],navPos[2],navVel[0],navVel[1],navVel[2],navTgtVel[0],navTgtVel[1],navTgtVel[2],navTgtPos[0],navTgtPos[1],navTgtPos[2],navTgtHdg,navSurf,activeWpNumber,flightModeFlags (flags),activeFlightModeFlags,stateFlags (flags),failsafePhase (flags),rxSignalReceived,rxFlightChannelsValid,rxUpdateRate,hwHealthStatus,powerSupplyImpedance,sagCompensatedVBat,wind[0],wind[1],wind[2],mspOverrideFlags,IMUTemperature,baroTemperature,sens0Temp,sens1Temp,sens2Temp,sens3Temp,sens4Temp,sens5Temp,sens6Temp,sens7Temp,escRPM,escTemperature
320,259236571,1,47,0,2,1,-1,0,0,0,0,0,1,106,0,1498,1500,1500,987,0,0,0,1050,12.550,283,-355,-1196,77,1023,-4,-1,3,-3,-1,2,490,-53,1934,31,-9807,-147,1341,-1417,1000,1603,1389,26,37,170,258,137,101,0,3,0,5,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,112,341,0,0,0,0,0,1,404,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
352,259253155,1,47,0,2,1,-1,0,0,0,0,0,2,106,0,1500,1500,1500,987,0,0,0,1050,12.550,283,-355,-1196,77,1023,-3,-2,3,-3,-2,3,493,-59,1955,30,-9806,-141,1344,-1420,1000,1603,1389,26,37,170,258,137,100,1,2,0,5,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,404,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
384,259270036,1,47,0,2,1,-1,0,0,0,0,0,2,106,0,1500,1500,1500,987,0,0,0,1050,12.550,283,-355,-1196,77,1023,-3,-2,3,-3,-3,3,508,-54,1960,29,-9805,-136,1347,-1423,1000,1604,1388,26,37,170,258,137,100,1,2,0,5,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,404,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
416,259286904,1,47,0,2,1,-1,0,0,0,0,0,2,106,0,1500,1500,1500,987,0,0,0,1050,12.550,281,-339,-1199,69,1023,-3,-3,3,-3,-3,3,521,-64,1957,29,-9804,-131,1352,-1427,1000,1604,1388,26,37,170,259,137,100,1,1,0,5,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,404,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
448,259303730,1,47,0,2,1,-2,0,0,0,0,0,3,106,0,1500,1498,1500,987,0,0,0,1050,12.550,281,-339,-1199,69,1023,-3,-4,4,-4,-4,3,535,-83,1944,31,-9803,-126,1358,-1431,1000,1603,1387,26,37,170,259,137,100,1,1,0,6,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,128,341,0,0,0,0,0,1,404,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
480,259320569,2,47,0,2,1,-2,0,0,0,0,0,3,107,0,1500,1500,1500,987,0,0,0,1050,12.560,281,-339,-1199,69,1023,-3,-5,4,-3,-5,4,553,-89,1919,33,-9801,-120,1366,-1435,1000,1602,1386,26,37,170,259,137,100,1,1,0,6,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,128,341,0,0,0,0,0,1,404,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
512,259337183,2,47,0,2,1,-2,0,0,0,0,0,3,107,0,1498,1500,1500,987,0,0,0,1050,12.550,281,-339,-1199,69,1023,-3,-5,3,-2,-4,3,569,-90,1905,34,-9799,-115,1374,-1439,1000,1603,1385,26,37,170,259,137,100,1,1,0,6,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,173,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
544,259353894,2,47,0,2,1,-1,0,0,0,0,0,4,108,0,1500,1500,1500,987,0,0,0,1050,12.550,281,-339,-1199,77,1023,-2,-4,2,-2,-3,2,582,-91,1919,34,-9798,-111,1382,-1443,1000,1603,1385,26,37,170,259,137,99,1,1,0,6,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,173,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
576,259370644,2,48,0,2,1,0,0,0,0,0,0,4,108,0,1500,1500,1500,987,0,0,0,1050,12.550,281,-339,-1199,77,1023,-2,-2,1,-1,-1,1,605,-94,1935,36,-9797,-108,1387,-1445,1000,1604,1384,26,37,171,259,137,99,1,2,0,6,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,129,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
608,259387663,3,48,0,2,1,0,0,0,0,0,0,5,108,0,1500,1500,1500,987,0,0,0,1050,12.550,277,-347,-1200,77,1023,-1,0,0,-1,1,0,627,-90,1932,37,-9796,-105,1391,-1446,1000,1604,1384,26,37,171,259,137,99,1,2,0,6,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,127,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
640,259404327,3,48,0,1,1,0,0,0,0,0,0,5,109,0,1500,1500,1500,987,0,0,0,1050,12.550,277,-347,-1200,69,1023,-1,2,0,-1,3,0,652,-84,1927,39,-9796,-103,1391,-1446,1000,1604,1384,26,37,171,260,137,99,1,3,0,7,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,129,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
672,259421087,3,48,0,2,1,0,0,0,0,0,0,5,109,0,1500,1498,1500,987,0,0,0,1050,12.550,277,-347,-1200,69,1023,-1,4,0,-2,4,1,669,-84,1927,38,-9796,-101,1389,-1446,1000,1603,1383,26,37,171,260,137,99,1,3,0,7,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,162,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
704,259437935,3,48,0,2,1,0,0,0,0,0,0,5,109,0,1500,1498,1500,987,0,0,0,1050,12.550,277,-347,-1200,77,1023,-2,5,1,-4,6,2,666,-93,1939,36,-9797,-97,1384,-1447,1000,1602,1382,26,37,171,260,137,98,2,3,-1,7,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,162,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
736,259454528,3,48,0,3,1,-1,0,0,0,0,0,5,109,0,1500,1498,1500,987,0,0,0,1050,12.550,277,-347,-1200,77,1023,-5,7,3,-6,8,3,653,-114,1954,38,-9798,-89,1377,-1449,1000,1600,1380,26,37,171,260,137,98,2,4,-1,8,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,145,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
768,259471094,3,48,0,5,1,-2,0,0,0,0,0,6,108,0,1500,1500,1500,987,0,0,0,1050,12.550,277,-347,-1200,77,1023,-7,8,4,-8,9,4,629,-149,1967,43,-9799,-78,1368,-1453,1000,1598,1380,26,37,171,260,137,98,2,4,-2,8,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
800,259487942,4,47,0,5,1,-2,0,0,0,0,0,6,108,0,1500,1500,1500,987,0,0,0,1050,12.550,275,-337,-1174,77,1023,-8,9,5,-8,10,5,599,-171,1981,46,-9800,-63,1357,-1458,1000,1597,1379,26,37,171,260,137,98,2,4,-1,9,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
832,259504634,4,47,0,5,1,-2,0,0,0,0,0,7,107,0,1500,1500,1500,987,0,0,0,1050,12.560,275,-337,-1174,77,1023,-7,10,5,-6,11,4,579,-174,1986,46,-9801,-48,1344,-1463,1000,1596,1380,26,37,171,260,137,97,2,4,-1,10,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
864,259521192,4,46,0,4,1,-2,0,0,0,0,0,7,106,0,1500,1500,1500,987,0,0,0,1050,12.560,275,-337,-1174,77,1023,-4,11,4,-3,11,3,562,-171,1990,45,-9802,-36,1329,-1468,1000,1595,1381,26,37,171,260,137,97,2,4,-1,10,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,157,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
896,259537941,5,46,0,3,1,-1,0,0,0,0,0,8,104,0,1500,1500,1500,987,0,0,0,1050,12.560,275,-337,-1174,77,1023,-1,12,3,0,12,2,544,-174,2000,45,-9803,-28,1313,-1473,1000,1595,1383,26,37,171,260,137,97,2,4,-1,11,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,150,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
928,259554622,5,45,0,2,1,-1,0,0,0,0,0,8,103,0,1500,1498,1500,987,0,0,0,1050,12.560,275,-337,-1174,77,1023,1,12,2,2,13,2,524,-177,2008,45,-9805,-23,1296,-1477,1000,1594,1386,26,37,171,261,137,97,3,4,-1,12,0,0,0,0,0,0,0,0,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,120,341,0,0,0,0,0,1,405,417,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
