i,t_us,n_markers,emitter_x_native,emitter_y_native,emitter_x_m2,emitter_y_m2,deg_per_s,degraded
9324,11954190528,3,196.85,245.98,-61.58,22.99,23.2,0
9326,11954197475,2,195.07,249.23,-62.47,24.61,81.1,1
9328,11954204423,3,195.93,246.56,-62.04,23.28,61.3,0
9330,11954211370,3,196.37,246.03,-61.82,23.01,15.2,0
9332,11954218317,4,195.84,246.15,-62.08,23.08,11.9,0
9334,11954225265,4,195.79,245.99,-62.10,23.00,3.6,0
9336,11954232212,4,194.89,246.13,-62.55,23.07,19.9,0
9338,11954239159,3,194.99,245.92,-62.50,22.96,5.2,0
9340,11954246106,3,194.84,245.98,-62.58,22.99,3.7,0
9342,11954253053,3,194.15,246.72,-62.93,23.36,22.2,0
9344,11954260001,3,194.07,246.71,-62.97,23.36,1.8,0
9346,11954266949,4,194.59,246.04,-62.71,23.02,18.5,0
9348,11954273895,3,194.55,246.25,-62.73,23.13,4.7,0
9350,11954280842,2,194.31,246.60,-62.85,23.30,9.4,1
9352,11954287790,2,194.30,246.40,-62.85,23.20,4.5,1
9354,11954294737,2,194.08,246.54,-62.96,23.27,5.7,1
9356,11954301684,3,194.78,245.97,-62.61,22.98,19.7,0
9358,11954308631,3,195.25,245.67,-62.38,22.83,12.1,0
9360,11954315579,3,194.99,246.09,-62.50,23.05,10.9,0
9362,11954322527,3,194.90,245.82,-62.55,22.91,6.4,0
9364,11954329474,2,191.11,247.16,-64.44,23.58,87.8,1
9366,11954336421,3,194.79,245.07,-62.60,22.54,92.5,0
9368,11954343368,3,194.73,245.42,-62.63,22.71,7.6,0
9370,11954350315,3,194.92,243.85,-62.54,21.93,34.5,0
9372,11954357262,3,194.41,244.37,-62.79,22.18,15.9,0
9374,11954364215,1,,,,,,1
9376,11954371156,2,193.89,235.48,-63.05,17.74,97.4,1
9378,11954378104,3,194.72,243.27,-62.64,21.63,171.4,0
9380,11954385051,3,194.63,243.24,-62.68,21.62,2.0,0
9382,11954391998,3,194.78,242.72,-62.61,21.36,11.9,0
9384,11954398945,1,,,,,,1
9386,11954405893,2,194.74,241.71,-62.63,20.85,11.1,1
9388,11954412840,2,194.36,243.30,-62.82,21.65,36.0,1
9390,11954419787,2,193.25,241.56,-63.38,20.78,45.3,1
9392,11954426734,3,194.90,240.63,-62.55,20.31,41.5,0
9394,11954433682,2,194.66,240.40,-62.67,20.20,7.2,1
9396,11954440629,2,194.74,239.71,-62.63,19.85,15.3,1
9398,11954447577,3,195.56,238.58,-62.22,19.29,30.5,0
9400,11954454524,4,195.39,237.58,-62.30,18.79,22.0,0
9402,11954461471,3,195.41,238.13,-62.30,19.06,11.9,0
9404,11954468419,4,195.60,237.12,-62.20,18.56,22.5,0
9406,11954475369,2,195.23,236.35,-62.39,18.18,18.7,1
9408,11954482313,3,195.28,236.35,-62.36,18.17,1.3,0
9410,11954489260,3,195.47,235.87,-62.26,17.94,11.1,0
9412,11954496207,2,195.55,235.13,-62.23,17.56,16.5,1
9414,11954503154,4,195.58,233.91,-62.21,16.96,26.6,0
9416,11954510102,3,195.60,233.94,-62.20,16.97,0.7,0
9418,11954517049,4,195.62,233.12,-62.19,16.56,17.8,0
9420,11954523996,3,195.50,232.54,-62.25,16.27,12.9,0
9422,11954530944,3,195.43,231.98,-62.28,15.99,12.4,0
9424,11954537891,3,195.68,231.04,-62.16,15.52,21.3,0
9426,11954544838,3,195.68,230.41,-62.16,15.20,13.8,0
9428,11954551786,3,195.54,229.86,-62.23,14.93,12.4,0
9430,11954558733,3,196.11,228.55,-61.94,14.28,31.2,0
9432,11954565680,3,195.87,227.93,-62.06,13.96,14.7,0
9434,11954572627,3,196.21,226.92,-61.89,13.46,23.3,0
9436,11954579574,2,195.63,225.48,-62.18,12.74,34.0,1
9438,11954586522,2,195.54,226.28,-62.23,13.14,17.7,1
9440,11954593469,3,196.35,224.21,-61.82,12.10,48.7,0
9442,11954600416,3,196.06,224.18,-61.97,12.09,6.3,0
9444,11954607364,2,195.68,223.29,-62.16,11.65,21.2,1
9446,11954614311,3,196.35,222.21,-61.82,11.10,28.0,0
9448,11954621258,2,195.97,222.52,-62.02,11.26,10.8,1
9450,11954628205,4,196.26,221.32,-61.87,10.66,26.8,0
9452,11954635152,3,196.21,219.82,-61.90,9.91,32.9,0
9454,11954642100,3,196.36,219.43,-61.82,9.71,9.2,0
9456,11954649047,3,196.14,218.28,-61.93,9.14,25.7,0
9458,11954655994,3,196.01,218.19,-61.99,9.10,3.4,0
9460,11954662942,3,196.65,217.17,-61.67,8.59,26.4,0
9462,11954669889,1,,,,,,1
9464,11954676836,2,196.61,215.62,-61.70,7.81,16.9,1
9466,11954683783,0,,,,,,1
9468,11954690731,3,196.77,213.41,-61.62,6.70,24.3,0
9470,11954697678,2,194.46,211.98,-62.77,5.99,59.4,1
9472,11954704625,1,,,,,,1
9474,11954711572,4,196.56,212.18,-61.72,6.09,23.1,0
9476,11954718520,1,,,,,,1
9478,11954725467,1,,,,,,1
9480,11954732414,2,195.12,209.22,-62.44,4.61,24.1,1
9482,11954739361,2,190.47,207.33,-64.76,3.67,109.6,1
9484,11954746309,2,196.81,207.28,-61.59,3.64,138.7,1
9486,11954753256,3,196.50,205.57,-61.75,2.78,38.0,0
9488,11954760207,1,,,,,,1
9490,11954767151,2,194.90,202.55,-62.55,1.27,37.4,1
9492,11954774097,3,196.40,202.52,-61.80,1.26,32.8,0
9494,11954781045,3,196.73,202.40,-61.63,1.20,7.7,0
9496,11954787992,2,191.88,202.41,-64.06,1.21,106.1,1
9498,11954794939,1,,,,,,1
9500,11954801886,3,196.92,200.78,-61.54,0.39,57.9,0
9502,11954808834,2,193.03,201.53,-63.48,0.76,86.6,1
9504,11954815786,1,,,,,,1
9506,11954822731,2,196.40,199.11,-61.80,-0.44,45.4,1
9508,11954829676,2,191.53,197.06,-64.24,-1.47,115.7,1
9510,11954836623,3,197.01,197.14,-61.50,-1.43,119.9,0
9512,11954843570,1,,,,,,1
9514,11954850517,2,195.22,195.04,-62.39,-2.48,30.2,1
9516,11954857465,1,,,,,,1
9518,11954864412,1,,,,,,1
9520,11954871359,3,196.61,192.18,-61.70,-3.91,23.1,0
9522,11954878306,2,192.23,192.05,-63.88,-3.97,95.7,1
9524,11954885253,2,196.17,191.51,-61.92,-4.25,86.9,1
9526,11954892201,2,195.81,190.35,-62.10,-4.83,26.6,1
9528,11954899148,2,190.86,188.44,-64.57,-5.78,115.9,1
9530,11954906095,2,198.66,189.05,-60.67,-5.47,171.0,1
9532,11954913043,2,196.50,188.36,-61.75,-5.82,49.6,1
9534,11954919990,1,,,,,,1
9536,11954926937,3,198.24,187.53,-60.88,-6.24,21.1,0
9538,11954933884,4,197.21,186.66,-61.39,-6.67,29.4,0
9540,11954940832,2,197.45,186.63,-61.27,-6.68,5.2,1
9542,11954947779,4,197.11,185.68,-61.44,-7.16,22.1,0
9544,11954954726,0,,,,,,1
9546,11954961673,2,190.13,182.80,-64.93,-8.60,82.6,1
9548,11954968620,1,,,,,,1
9550,11954975567,1,,,,,,1
9552,11954982516,0,,,,,,1
9554,11954989465,1,,,,,,1
9556,11954996409,1,,,,,,1
9558,11955003357,0,,,,,,1
9560,11955010305,1,,,,,,1
9562,11955017251,3,196.85,176.10,-61.57,-11.95,26.0,0
9564,11955024198,3,198.41,176.27,-60.80,-11.86,34.3,0
9566,11955031145,3,196.80,174.16,-61.60,-12.92,58.1,0
9568,11955038093,2,193.79,175.70,-63.10,-12.15,73.9,1
9570,11955045042,3,197.04,172.59,-61.48,-13.71,98.3,0
9572,11955051988,2,197.03,171.90,-61.49,-14.05,15.0,1
9574,11955058936,2,197.88,172.53,-61.06,-13.73,23.2,1
9576,11955065882,3,197.77,171.83,-61.12,-14.09,15.7,0
9578,11955072829,3,197.95,171.32,-61.03,-14.34,11.7,0
9580,11955079776,2,197.96,168.38,-61.02,-15.81,64.5,1
9582,11955086723,3,197.69,169.53,-61.15,-15.24,25.9,0
9584,11955093670,2,198.05,168.59,-60.97,-15.71,22.0,1
9586,11955100618,2,198.42,168.19,-60.79,-15.91,11.8,1
9588,11955107565,4,197.35,167.17,-61.32,-16.42,32.2,0
9590,11955114513,3,198.16,166.13,-60.92,-16.94,28.9,0
9592,11955121460,2,196.96,164.27,-61.52,-17.87,48.5,1
9594,11955128407,3,197.88,164.94,-61.06,-17.53,24.9,0
9596,11955135354,2,198.04,164.19,-60.98,-17.91,16.9,1
9598,11955142302,3,197.90,163.97,-61.05,-18.01,5.6,0
9600,11955149249,3,199.05,162.25,-60.48,-18.87,45.3,0
9602,11955156196,2,197.94,162.33,-61.03,-18.84,24.3,1
9604,11955163144,3,198.93,161.24,-60.53,-19.38,32.3,0
9606,11955170091,3,196.70,159.30,-61.65,-20.35,64.8,0
9608,11955177038,2,198.12,160.15,-60.94,-19.93,36.3,1
9610,11955183986,3,198.54,159.02,-60.73,-20.49,26.2,0
9612,11955190933,4,197.75,159.64,-61.12,-20.18,22.0,0
9614,11955197880,2,198.90,158.60,-60.55,-20.70,34.0,1
9616,11955204827,2,199.14,157.02,-60.43,-21.49,35.0,1
9618,11955211775,4,198.54,157.78,-60.73,-21.11,21.3,0
9620,11955218722,3,198.53,156.94,-60.74,-21.53,18.4,0
9622,11955225669,2,198.79,156.68,-60.61,-21.66,8.1,1
9624,11955232616,2,198.21,156.26,-60.90,-21.87,15.7,1
9626,11955239564,2,198.76,155.48,-60.62,-22.26,21.1,1
9628,11955246511,3,198.47,155.16,-60.77,-22.42,9.5,0
9630,11955253458,3,198.40,154.94,-60.80,-22.53,5.0,0
9632,11955260406,3,198.51,154.48,-60.74,-22.76,10.5,0
9634,11955267352,3,200.14,153.91,-59.93,-23.04,37.7,0
9636,11955274305,3,200.23,151.85,-59.89,-24.07,45.1,0
9638,11955281248,2,202.40,150.92,-58.80,-24.54,51.8,1
9640,11955288194,3,204.13,150.30,-57.93,-24.85,40.2,0
9642,11955295142,2,203.74,151.83,-58.13,-24.08,34.5,1
9644,11955302089,3,209.86,150.51,-55.07,-24.74,136.8,0
9646,11955309037,3,212.59,150.12,-53.71,-24.94,60.3,0
9648,11955315983,3,213.61,147.85,-53.19,-26.08,54.6,0
9650,11955322932,4,216.79,149.27,-51.60,-25.36,76.3,0
9652,11955329878,4,219.12,148.48,-50.44,-25.76,53.7,0
9654,11955336825,3,221.29,147.71,-49.36,-26.15,50.5,0
9656,11955343773,3,223.17,147.16,-48.42,-26.42,42.8,0
9658,11955350720,3,223.49,145.79,-48.26,-27.11,30.9,0
9660,11955357667,3,226.51,145.92,-46.74,-27.04,66.2,0
9662,11955364614,3,227.92,146.18,-46.04,-26.91,31.3,0
9664,11955371561,3,228.87,145.40,-45.56,-27.30,26.9,0
9666,11955378508,2,229.29,143.73,-45.35,-28.14,37.7,1
9668,11955385456,4,230.65,144.99,-44.67,-27.51,40.6,0
9670,11955392403,4,231.62,144.18,-44.19,-27.91,27.6,0
9672,11955399351,2,228.63,142.80,-45.68,-28.60,71.9,1
9674,11955406297,3,233.68,142.10,-43.16,-28.95,111.6,0
9676,11955413244,3,237.02,142.90,-41.49,-28.55,75.0,0
9678,11955420193,3,239.17,142.68,-40.42,-28.66,47.2,0
9680,11955427140,3,240.41,141.94,-39.80,-29.03,31.5,0
9682,11955434086,2,242.40,141.82,-38.80,-29.09,43.7,1
9684,11955441034,3,242.65,140.10,-38.67,-29.95,38.2,0
9686,11955447981,2,240.96,140.83,-39.52,-29.58,40.3,1
9688,11955454928,4,245.63,141.30,-37.18,-29.35,102.8,0
9690,11955461875,3,247.22,139.83,-36.39,-30.09,47.4,0
9692,11955468823,3,247.53,140.00,-36.23,-30.00,7.7,0
9694,11955475770,3,249.28,138.77,-35.36,-30.61,46.7,0
9696,11955482718,2,248.56,137.49,-35.72,-31.25,32.0,1
9698,11955489664,4,249.39,138.93,-35.31,-30.53,36.3,0
9700,11955496613,4,249.69,139.02,-35.16,-30.49,6.8,0
9702,11955503558,2,246.01,137.51,-37.00,-31.24,87.1,1
9704,11955510506,3,249.85,137.20,-35.08,-31.40,84.3,0
9706,11955517453,3,251.75,138.50,-34.12,-30.75,50.6,0
9708,11955524400,2,252.43,136.29,-33.78,-31.86,50.8,1
9710,11955531347,3,254.15,137.61,-32.93,-31.20,47.4,0
9712,11955538295,2,250.09,134.72,-34.96,-32.64,109.0,1
9714,11955545242,4,254.91,137.80,-32.55,-31.10,125.1,0
9716,11955552189,2,254.87,135.61,-32.56,-32.20,47.9,1
9718,11955559141,3,256.42,135.56,-31.79,-32.22,33.9,0
9720,11955566084,4,257.85,136.95,-31.08,-31.53,43.6,0
9722,11955573032,3,259.32,136.45,-30.34,-31.78,34.0,0
9724,11955579979,4,259.53,136.60,-30.23,-31.70,5.7,0
9726,11955586926,3,261.13,136.35,-29.43,-31.83,35.4,0
9728,11955593873,4,261.38,136.42,-29.31,-31.79,5.7,0
9730,11955600820,4,262.11,135.93,-28.95,-32.03,19.1,0
9732,11955607768,3,263.20,135.74,-28.40,-32.13,24.4,0
9734,11955614717,4,263.28,135.36,-28.36,-32.32,8.5,0
9736,11955621662,3,264.78,135.28,-27.61,-32.36,32.7,0
9738,11955628609,3,266.25,133.65,-26.87,-33.18,48.2,0
9740,11955635556,3,265.64,133.48,-27.18,-33.26,13.8,0
9742,11955642503,4,267.13,135.20,-26.44,-32.40,49.7,0
9744,11955649451,2,267.74,133.80,-26.13,-33.10,33.5,1
9746,11955656398,4,269.03,134.86,-25.48,-32.57,36.7,0
9748,11955663345,3,269.75,133.24,-25.13,-33.38,38.7,0
9750,11955670293,4,271.19,134.35,-24.41,-32.83,39.7,0
9752,11955677240,4,272.07,134.44,-23.96,-32.78,19.5,0
9754,11955684187,4,273.18,134.29,-23.41,-32.86,24.5,0
9756,11955691134,4,274.00,134.29,-23.00,-32.85,17.8,0
9758,11955698082,3,276.13,133.21,-21.94,-33.40,52.3,0
9760,11955705029,4,275.88,133.58,-22.06,-33.21,9.8,0
9762,11955711976,2,277.36,132.53,-21.32,-33.73,39.7,1
9764,11955718923,4,277.89,133.16,-21.05,-33.42,18.0,0
9766,11955725870,3,278.86,132.98,-20.57,-33.51,21.5,0
9768,11955732818,4,279.64,133.37,-20.18,-33.31,19.1,0
9770,11955739765,2,280.99,130.30,-19.50,-34.85,73.5,1
9772,11955746712,3,282.21,132.14,-18.90,-33.93,48.3,0
9774,11955753659,3,282.41,131.36,-18.79,-34.32,17.8,0
9776,11955760607,3,284.24,132.40,-17.88,-33.80,46.1,0
9778,11955767554,3,285.94,131.98,-17.03,-34.01,38.1,0
9780,11955774501,4,286.23,132.68,-16.89,-33.66,16.5,0
9782,11955781448,4,287.34,132.65,-16.33,-33.67,24.4,0
9784,11955788396,3,288.58,131.55,-15.71,-34.23,36.3,0
9786,11955795343,3,290.10,131.79,-14.95,-34.11,33.8,0
9788,11955802290,4,290.23,132.37,-14.89,-33.81,13.1,0
9790,11955809238,4,291.31,132.49,-14.35,-33.75,23.7,0
9792,11955816186,3,291.90,130.89,-14.05,-34.56,37.5,0
9794,11955823132,3,294.01,131.77,-12.99,-34.12,50.0,0
9796,11955830080,4,295.68,132.01,-12.16,-33.99,36.8,0
9798,11955837027,4,297.58,132.21,-11.21,-33.89,41.9,0
9800,11955843978,4,300.00,132.18,-10.00,-33.91,52.8,0
9802,11955850921,3,302.98,131.82,-8.51,-34.09,65.7,0
9804,11955857868,3,303.71,131.70,-8.15,-34.15,16.2,0
9806,11955864815,3,307.26,131.94,-6.37,-34.03,77.9,0
9808,11955871763,3,309.43,131.66,-5.29,-34.17,47.9,0
9810,11955878710,3,311.31,131.72,-4.34,-34.14,41.2,0
9812,11955885657,3,312.93,131.60,-3.53,-34.20,35.6,0
9814,11955892604,2,313.76,129.94,-3.12,-35.03,40.6,1
9816,11955899556,3,315.36,131.67,-2.32,-34.16,51.6,0
9818,11955906499,2,315.45,129.99,-2.28,-35.00,36.9,1
9820,11955913446,4,316.25,132.53,-1.88,-33.73,58.3,0
9822,11955920394,3,316.30,131.27,-1.85,-34.36,27.6,0
9824,11955927341,4,317.04,132.18,-1.48,-33.91,25.7,0
9826,11955934288,3,317.82,131.28,-1.09,-34.36,26.1,0
9828,11955941235,2,317.49,130.71,-1.25,-34.64,14.3,1
9830,11955948183,2,317.49,130.71,-1.25,-34.64,0.0,1
9832,11955955130,2,317.99,130.65,-1.00,-34.68,11.0,1
9834,11955962077,2,316.65,130.79,-1.68,-34.61,29.7,1
9836,11955969024,2,318.60,130.79,-0.70,-34.61,42.7,1
9838,11955975972,4,318.12,132.36,-0.94,-33.82,35.9,0
9840,11955982919,2,318.16,130.83,-0.92,-34.58,33.4,1
9842,11955989866,4,318.49,131.81,-0.76,-34.10,22.5,0
9844,11955996814,4,318.83,132.00,-0.58,-34.00,8.6,0
9846,11956003761,3,318.77,131.18,-0.62,-34.41,17.9,0
9848,11956010708,2,318.75,130.93,-0.63,-34.53,5.5,1
9850,11956017655,2,319.49,130.71,-0.25,-34.64,17.1,1
9852,11956024602,1,,,,,,1
9854,11956031550,2,319.61,131.09,-0.20,-34.45,4.3,1
9856,11956038497,4,320.12,132.36,0.06,-33.82,29.9,0
9858,11956045444,4,320.21,132.24,0.10,-33.88,3.2,0
9860,11956052391,3,320.45,131.97,0.22,-34.02,7.9,0
9862,11956059339,3,319.78,131.57,-0.11,-34.22,17.0,0
9864,11956066286,4,320.55,132.53,0.27,-33.74,26.9,0
9866,11956073233,4,320.66,132.10,0.33,-33.95,9.6,0
9868,11956080180,3,321.52,131.04,0.76,-34.48,30.0,0
9870,11956087128,3,321.19,131.75,0.60,-34.12,17.3,0
9872,11956094075,4,321.02,132.52,0.51,-33.74,17.1,0
9874,11956101022,3,320.62,131.50,0.31,-34.25,23.9,0
9876,11956107969,3,321.13,131.69,0.56,-34.15,11.8,0
9878,11956114917,2,322.23,132.04,1.12,-33.98,25.4,1
9880,11956121864,4,322.18,132.34,1.09,-33.83,6.5,0
9882,11956128815,3,322.61,131.75,1.30,-34.12,15.9,0
9884,11956135759,4,324.34,132.31,2.17,-33.84,39.8,0
9886,11956142706,3,326.34,132.02,3.17,-33.99,44.2,0
9888,11956149653,3,328.32,132.16,4.16,-33.92,43.5,0
9890,11956156600,3,330.41,132.09,5.20,-33.96,45.8,0
9892,11956163547,3,331.33,132.64,5.66,-33.68,23.6,0
9894,11956170495,3,334.10,131.88,7.05,-34.06,63.0,0
9896,11956177442,3,335.80,132.00,7.90,-34.00,37.2,0
9898,11956184391,4,336.46,132.55,8.23,-33.73,18.8,0
9900,11956191336,2,338.64,131.40,9.32,-34.30,53.9,1
9902,11956198284,3,338.37,131.83,9.18,-34.09,11.0,0
9904,11956205231,4,339.26,132.70,9.63,-33.65,27.2,0
9906,11956212178,1,,,,,,1
9908,11956219126,3,340.40,132.41,10.20,-33.80,12.9,0
9910,11956226073,3,340.00,132.01,10.00,-34.00,12.4,0
9912,11956233020,3,339.95,131.77,9.98,-34.11,5.2,0
9914,11956239973,3,339.95,131.77,9.98,-34.11,0.0,0
9916,11956246915,2,341.13,130.81,10.56,-34.59,33.2,1
9918,11956253862,3,340.09,131.91,10.04,-34.04,33.1,0
9920,11956260809,3,340.09,131.91,10.04,-34.04,0.0,0
9922,11956267756,3,340.37,132.09,10.19,-33.96,7.4,0
9924,11956274704,3,340.37,132.09,10.19,-33.96,0.0,0
9926,11956281651,3,340.58,131.67,10.29,-34.16,10.2,0
9928,11956288598,3,340.87,132.13,10.44,-33.94,11.8,0
9930,11956295545,3,340.81,132.14,10.40,-33.93,1.5,0
9932,11956302492,3,340.78,132.43,10.39,-33.79,6.4,0
9934,11956309440,2,339.83,132.41,9.91,-33.79,20.8,1
9936,11956316387,2,339.77,132.33,9.89,-33.84,2.2,1
9938,11956323334,3,340.90,132.47,10.45,-33.76,24.9,0
9940,11956330281,3,340.90,132.75,10.45,-33.63,6.0,0
9942,11956337229,3,341.94,132.90,10.97,-33.55,22.9,0
9944,11956344176,3,341.80,133.21,10.90,-33.40,7.4,0
9946,11956351123,4,340.83,134.43,10.41,-32.78,34.3,0
9948,11956358071,3,340.83,133.62,10.41,-33.19,17.7,0
9950,11956365018,2,342.06,133.09,11.03,-33.45,29.5,1
9952,11956371965,3,340.64,134.01,10.32,-32.99,37.1,0
9954,11956378914,3,340.78,134.43,10.39,-32.79,9.6,0
9956,11956385860,4,340.72,135.89,10.36,-32.05,32.0,0
9958,11956392807,3,340.90,134.75,10.45,-32.63,25.3,0
9960,11956399754,3,340.81,135.42,10.40,-32.29,14.9,0
9962,11956406701,3,341.06,135.90,10.53,-32.05,11.8,0
9964,11956413649,2,341.13,134.81,10.56,-32.59,23.8,1
9966,11956420597,2,342.06,136.48,11.03,-31.76,41.8,1
9968,11956427544,4,340.61,137.84,10.31,-31.08,43.4,0
9970,11956434491,2,341.93,137.82,10.96,-31.09,28.8,1
9972,11956441438,4,340.70,137.96,10.35,-31.02,27.1,0
9974,11956448385,3,340.18,137.77,10.09,-31.11,12.1,0
9976,11956455333,0,,,,,,1
9978,11956462280,2,341.26,136.92,10.63,-31.54,15.1,1
9980,11956469227,2,340.40,138.43,10.20,-30.78,38.1,1
9982,11956476174,3,340.29,139.96,10.15,-30.02,33.6,0
9984,11956483123,2,340.47,140.89,10.23,-29.56,20.5,1
9986,11956490069,2,340.54,139.37,10.27,-30.31,33.2,1
9988,11956497016,4,340.29,142.50,10.14,-28.75,68.8,0
9990,11956503964,3,340.20,142.10,10.10,-28.95,9.1,0
9992,11956510910,2,340.24,142.32,10.12,-28.84,5.0,1
9994,11956517858,2,340.79,144.05,10.40,-27.97,39.7,1
9996,11956524806,1,,,,,,1
9998,11956531752,3,341.07,143.56,10.53,-28.22,6.2,0
10000,11956538699,2,341.59,145.51,10.79,-27.25,44.1,1
10002,11956545647,1,,,,,,1
10004,11956552595,3,340.57,147.45,10.28,-26.27,24.0,0
10006,11956559542,3,340.25,148.27,10.13,-25.86,19.2,0
10008,11956566489,4,340.01,148.85,10.01,-25.57,13.8,0
10010,11956573435,2,340.25,149.11,10.12,-25.45,7.6,1
10012,11956580383,3,340.73,149.49,10.36,-25.26,13.3,0
10014,11956587330,3,341.00,149.81,10.50,-25.10,9.3,0
10016,11956594277,4,340.14,151.72,10.07,-24.14,46.0,0
10018,11956601224,3,340.46,152.00,10.23,-24.00,9.3,0
10020,11956608172,2,340.20,150.77,10.10,-24.61,27.5,1
10022,11956615119,3,339.27,155.23,9.63,-22.38,99.6,0
10024,11956622066,3,340.65,153.43,10.32,-23.28,49.6,0
10026,11956629013,3,340.57,153.91,10.29,-23.04,10.7,0
10028,11956635961,3,340.49,154.99,10.25,-22.50,23.7,0
10030,11956642908,4,339.90,156.15,9.95,-21.92,28.5,0
10032,11956649855,3,340.09,156.45,10.04,-21.78,7.7,0
10034,11956656802,3,340.71,156.05,10.36,-21.98,16.2,0
10036,11956663750,4,340.05,157.54,10.03,-21.23,35.8,0
10038,11956670697,3,340.49,158.04,10.25,-20.98,14.6,0
10040,11956677644,3,340.65,158.40,10.33,-20.80,8.5,0
10042,11956684591,3,340.52,159.14,10.26,-20.43,16.5,0
10044,11956691539,3,340.45,160.36,10.22,-19.82,26.7,0
10046,11956698486,3,340.72,160.74,10.36,-19.63,10.3,0
10048,11956705433,3,340.09,161.84,10.04,-19.08,27.7,0
10050,11956712380,3,340.85,161.90,10.42,-19.05,16.6,0
10052,11956719328,4,339.76,163.97,9.88,-18.01,51.1,0
10054,11956726275,4,339.81,164.53,9.91,-17.74,12.2,0
10056,11956733222,2,342.17,164.70,11.09,-17.65,51.8,1
10058,11956740169,4,339.61,166.39,9.81,-16.81,67.1,0
10060,11956747117,1,,,,,,1
10062,11956754065,4,339.67,168.06,9.83,-15.97,18.3,0
10064,11956761011,3,339.41,168.64,9.71,-15.68,14.0,0
10066,11956767958,3,339.41,169.64,9.71,-15.18,21.9,0
10068,11956774906,3,339.34,170.16,9.67,-14.92,11.5,0
10070,11956781853,3,339.41,171.64,9.71,-14.18,32.4,0
10072,11956788800,3,339.27,171.73,9.64,-14.14,3.5,0
10074,11956795747,3,339.38,172.77,9.69,-13.61,22.9,0
10076,11956802695,3,339.46,173.58,9.73,-13.21,17.8,0
10078,11956809644,3,339.46,174.58,9.73,-12.71,21.9,0
10080,11956816589,3,339.22,175.72,9.61,-12.14,25.4,0
10082,11956823537,3,339.16,176.69,9.58,-11.65,21.4,0
10084,11956830484,3,339.20,177.64,9.60,-11.18,20.7,0
10086,11956837431,2,340.12,179.50,10.06,-10.25,45.5,1
10088,11956844378,3,339.20,179.64,9.60,-10.18,20.3,0
10090,11956851325,2,340.12,181.50,10.06,-9.25,45.5,1
10092,11956858273,3,339.18,181.72,9.59,-9.14,21.0,0
10094,11956865222,3,339.20,182.64,9.60,-8.68,20.0,0
10096,11956872167,3,339.20,183.64,9.60,-8.18,21.9,0
10098,11956879114,4,339.02,185.34,9.51,-7.33,37.4,0
10100,11956886062,2,339.29,184.98,9.64,-7.51,9.7,1
10102,11956893009,2,339.63,185.72,9.81,-7.14,17.8,1
10104,11956899956,3,339.35,187.54,9.68,-6.23,40.4,0
10106,11956906903,2,342.56,188.13,11.28,-5.94,71.2,1
10108,11956913851,4,338.90,190.05,9.45,-4.98,90.4,0
10110,11956920798,3,338.79,191.17,9.40,-4.42,24.6,0
10112,11956927745,4,338.66,191.80,9.33,-4.10,14.1,0
10114,11956934692,2,339.02,192.41,9.51,-3.79,15.7,1
10116,11956941640,4,338.59,193.83,9.30,-3.09,32.3,0
10118,11956948587,2,339.02,194.41,9.51,-2.79,16.0,1
10120,11956955534,4,338.58,195.58,9.29,-2.21,27.3,0
10122,11956962481,3,338.67,196.21,9.34,-1.90,13.8,0
10124,11956969429,3,338.87,196.77,9.43,-1.61,13.1,0
10126,11956976376,3,338.97,197.55,9.48,-1.23,17.0,0
10128,11956983323,4,338.48,199.22,9.24,-0.39,38.1,0
10130,11956990270,3,339.01,199.76,9.51,-0.12,16.6,0
10132,11956997218,3,338.57,200.76,9.28,0.38,23.9,0
10134,11957004165,3,338.75,201.50,9.37,0.75,16.7,0
10136,11957011112,3,338.70,202.68,9.35,1.34,25.7,0
10138,11957018059,3,338.68,203.71,9.34,1.86,22.7,0
10140,11957025007,4,338.26,205.00,9.13,2.50,29.6,0
10142,11957031954,2,338.90,205.26,9.45,2.63,15.1,1
10144,11957038903,2,338.27,207.34,9.14,3.67,47.6,1
10146,11957045849,2,339.01,209.94,9.50,4.97,59.1,1
10148,11957052796,4,338.18,209.68,9.09,4.84,19.0,0
10150,11957059743,3,338.04,210.25,9.02,5.12,12.8,0
10152,11957066690,4,338.20,211.79,9.10,5.90,33.9,0
10154,11957073638,4,338.17,213.06,9.09,6.53,27.7,0
10156,11957080585,2,338.00,213.02,9.00,6.51,4.0,1
10158,11957087532,3,338.06,214.74,9.03,7.37,37.7,0
10160,11957094482,1,,,,,,1
10162,11957101427,3,338.10,216.80,9.05,8.40,22.5,0
10164,11957108374,2,338.88,219.51,9.44,9.76,61.8,1
10166,11957115321,4,337.48,219.67,8.74,9.83,30.8,0
10168,11957122268,3,337.39,219.71,8.70,9.85,2.1,0
10170,11957129216,4,337.58,221.71,8.79,10.85,44.0,0
10172,11957136163,2,338.88,223.51,9.44,11.76,48.7,1
10174,11957143110,3,337.50,223.61,8.75,11.80,30.3,0
10176,11957150059,3,337.65,224.29,8.82,12.15,15.4,0
10178,11957157006,4,337.30,225.54,8.65,12.77,28.4,0
10180,11957163953,3,337.81,225.71,8.91,12.85,11.7,0
10182,11957170900,4,337.16,227.51,8.58,13.75,41.8,0
10184,11957177847,3,337.52,228.24,8.76,14.12,17.9,0
10186,11957184794,4,337.12,229.34,8.56,14.67,25.6,0
